en|Our response to the text for the negotiations is to make two very clear points.
nl|Op deze wijze werden de financiële middelen voor interventies overgeheveld naar een modern, toekomstgericht instrument.
en|In Brussels, clear support was expressed for these countries' efforts to achieve membership by 2007.
nl|Mevrouw de Voorzitter, mevrouw de minister begon haar redevoering met een opmerking over haar generatie.
en|rapporteur. - (DE) Mr President, I will do my best to speak more slowly - I promise.
nl|Overeenkomst EG/VS inzake samenwerking op het gebied van hoger onderwijs, beroepsonderwijs en beroepsopleiding (stemming)
en|I think that it is inadvisable for Parliament to use different data for two funds.
nl|In veel landbouwsectoren hebben we nog steeds te maken met een lage vraag en prijsschommelingen.
en|Neighbours need to get to know each other; next door is only a footstep away.
nl|Ik zou om te beginnen hulde willen brengen aan commissaris Wallström, de commissaris voor milieubeheer.
en|We should give recognition to the work and the proposals put forward by the rapporteur.
nl|In eigen land zegt u vaak dat het Verdrag van Lissabon een "noodzakelijk kwaad” is.
en|The point is that my group supports a transitional system, as do the other groups.
nl|Die ramp toont duidelijk de noodzaak aan meer steun te geven aan preventiemaatregelen tegen bosbranden.
en|At the time, I was an opponent of the war, but that is now irrelevant.
nl|Zo ligt de situatie en het is voor iedereen belangrijk dat daar duidelijkheid over bestaat.
en|The early sessions of the UPR are likely to set the tone for the remainder.
nl|Het lijkt echter een interessante bijdrage te zijn aan het huidige debat over de eurozone.
en|This is clearly a matter of a concealed reserve which, indeed, contravenes the Financial Regulation.
nl|Een steeds groter deel daarvan is nu ook goed opgeleid en wordt nu ook ingezet.
en|The Commission is taking a far more proactive and forward-looking approach in its proposals.
nl|In de komende vijf jaar zal veel werk moeten worden verricht voor dit belangrijke nabuurschapbeleid.
en|I would also like to thank the shadow rapporteurs with whom I enjoyed excellent relations.
nl|Twintig recente nieuwe gevallen in Northumberland, dat drie maanden lang geen nieuwe gevallen heeft gezien.
en|In my country there is now one number and in France there is another one.
nl|Ik denk dat Europa zich vanaf vandaag wereldleider kan noemen in de strijd tegen klimaatverandering.
en|We know that this is ambitious, but Croatia deserves to see justice at long last.
nl|Het gaat stuk voor stuk om zaken die de grondslagen van de democratische rechtsstaat beroeren.
en|Ladies and gentlemen, on 4 June, we commemorated the 22nd anniversary of two important events.
nl|Men kan daar weinig tegen inbrengen, maar men zou de mythe daarrond wel moeten doorprikken.
en|   Mr President, the UK Independence Party objects to this directive in the strongest possible terms.
nl|De landbouw kan een belangrijke bijdrage leveren aan de verwezenlijking van de EU 2020-doelstellingen.
en|Thank you all, and I am sure that you will receive full answers in writing.
nl|   Ik kan niet zeggen of deze handel inderdaad de hoofdactiviteit is van de georganiseerde criminaliteit.
en|The offensive remarks about the elderly that continue unabated are an eloquent illustration of this.
nl|Dat zijn manieren waarop Wit-Rusland na jarenlange isolatie kan profiteren van het nieuwe beleid.
en|I therefore supported the positions advocated in the report and voted in favour of it.
nl|Tot slot, voor een ambitieus Europees ruimtevaartbeleid is de financiering een van de belangrijkste aspecten.
en|It is not Article 69 that troubles Irish farmers at the moment, but the WTO.
nl|Het aantal rechters van het Gerecht van eerste aanleg is toegenomen van 15 tot 21.
