en|I would ask the staff to correct the error, because this is an important matter.
nl|(DE) Het ging mij niet zozeer om de verordening als wel om de achterliggende visie.
en|That is why I am of the view that we Europeans must never abandon Macao.
nl|De mensen die verantwoordelijk zijn voor de veiligheid, hebben de afgelopen jaren goed werk geleverd.
en|Fourthly, the exemption regulation for developing countries is now restricted to a ten-year period.
nl|De laatste zes maanden werden gekenmerkt door wederzijds respect, daadwerkelijke samenwerking en een constructieve dialoog.
en|I would point out that we are concerned here with Regulation (EC) No 261/2004.
nl|We moeten ons vooral richten op de bescherming van risicogroepen, zoals kinderen en zwangere vrouwen.
en|This amendment would introduce the concept of surveyors being able to offer building design services.
nl|Met de onderhavige resolutie wordt slechts nogmaals herinnerd aan het probleem en de bestaande verantwoordelijkheden.
en|These resources are often used wastefully. I think, in particular, of water and energy resources.
nl|Ik wil u eraan herinneren dat de Commissie vorig jaar het TSE-stappenplan heeft aangenomen.
en|Development aid is not only for farmers, it is intended for all sections of society.
nl|Het amendement dat er nu ligt, van onder andere collega Westendorp, willen wij gaarne ondersteunen.
en|Does the Amsterdam Treaty, which will soon be ratified, have anything to do with it?
nl|Daarom moeten ze in tegenstelling tot de meeste andere activiteiten op EU-niveau gecontroleerd worden.
en|This decision is within the competence of the Commission, so that the amendment is superfluous.
nl|Het maakt deel uit van, en vormt een uitbreiding op ons beleid van constructief unilateralisme.
en|We also note the considerable efforts to trace products and remove them from the market.
nl|Om deze redenen heeft de ECR-Fractie ervoor gekozen om geen stem uit te brengen.
en|We have seen that there is democratic support in Ireland for the European integration process.
nl|Ik noem maar een paar landen op die buiten die range van islamitische landen thuishoren.
en|The Presidency will also closely follow the course of events relating to the implementation plan.
nl|Of de idee om iedereen een nieuw engagement, een nieuwe Europese gelofte te laten afleggen.
en|Mrs Locatelli said that life would be made easier for small and medium-sized enterprises.
nl|De lidstaten moeten meer doen om te proberen vluchtelingen in de samenleving op te nemen.
en|To be both is a tremendous balancing act and you have skilfully negotiated the tightrope.
nl|De uitbreiding moet zodanig worden voorbereid dat ze direct vanaf het begin een succes wordt.
en|In many cases, door-to-door goods transport is only possible by lorry these days.
nl|Ook hier moeten we ervoor waken de landbouwers niet met nutteloze meerkosten op te zadelen.
en|There is only one justification for our recommendation today - the ten countries have earned it!
nl|Tenslotte zou dat toekomstig Handvest van de grondrechten moeten worden verankerd in het nieuwe Verdrag.
en|We shall try to prove equal to the task with which you are entrusting us.
nl|Ik wil u vandaag vragen een minuut stilte in acht te nemen te zijner nagedachtenis.
en|The committee must not take over and create a supranational employment policy or conjuncture policy.
nl|Uiteraard zal in de praktijk moeten blijken of deze toezeggingen ook daadwerkelijk kunnen worden nagekomen.
en|This question has stirred the emotions of everyone involved in fisheries for some time now.
nl|Zij hebben absoluut geen behoefte aan zogenaamde beschermers, en al helemaal niet aan de EU.
en|We also want to know exactly what the Commission's response to those allegations is.
nl|Komend jaar zal er veel geld naar Afghanistan stromen en daarom is dit zeer belangrijk.
en|On the other hand, we express our support for Pakistan in its fight against Talibanisation.
nl|Beide partijen hebben dus in een oorlogssituatie de mensenrechten en het internationaal recht ernstig geschonden.
en|We must reverse the continuing trend of reducing the share of salaries in added value.
nl|De Raad verzekerde daarom een marge van ongeveer 310 miljoen euro in zijn eerste lezing.
en|The third question relates to the implications of the euro on the international monetary system.
nl|Er bestaat eenzelfde controlesysteem voor het register van het Schengen Information System Joint Supervisory Authority .
en|A European regulation has therefore been adopted for bank cards, credit transfers and direct debits.
nl|Omdat de vrees bestond dat liberale of andere tendensen te veel de nadruk zouden krijgen.
en|I say that because I think it from the very depths of my European convictions.
nl|Waarom is bijvoorbeeld de haven van Porto iets minder druk dan de haven van Rotterdam?
en|For most of us, you are still one of those who organised the Azores summit.
nl|Als de EU niet zo vasthoudend was geweest, hadden we dat niet voor elkaar gekregen.
en|I declare resumed the session of the European Parliament adjourned on Thursday, 4 September 2008.
nl|Waarom is datgene wat de Europese Unie aan strategie heeft gekozen een zo goed totaal?
en|This also calls for a critical assessment of measures in the framework of cross compliance.
nl|In ieder geval zou ik van u graag een antwoord krijgen op mijn aanvullende vraag.
en|If they find undeclared chemical or biological weapons, they have the right to destroy them.
